SITE CODE= E08石巻市泉町                ,38.1033,142.8600, 24,9.0,40613.6154873, 22.42, 38.64
 LAT.=   38.4277
 LON.=  141.2994
 SAMPLING RATE= 100Hz 
 UNIT  = gal(cm/s/s) 
INITIAL TIME = 2011 03 11 14 46 30
 NS,EW,UD
-29.998,-19.276,1.097
-11.249,-39.907,-12.599
11.800,-59.263,-7.959
34.517,-65.611,5.608
47.330,-62.362,9.117
49.657,-43.895,18.748
48.404,-21.520,39.796
47.213,-2.874,61.643
51.987,12.206,68.177
58.997,28.317,53.488
52.678,44.406,44.939
31.732,57.839,31.968
17.134,69.263,-3.332
0.943,58.854,-27.322
-18.125,37.683,-32.329
-13.949,26.454,-44.755
0.543,15.818,-66.754
7.938,13.773,-59.292
5.641,25.188,6.444
6.527,30.787,71.176
24.868,19.304,61.555
25.332,11.473,22.948
5.980,13.829,16.387
-1.500,8.220,17.379
0.061,-2.940,2.789
19.356,-12.286,-30.497
46.446,-7.777,-44.491
49.330,3.152,3.829
34.084,-3.405,59.688
24.415,-27.736,63.628
18.321,-50.628,33.705
-1.698,-44.394,2.076
-30.488,-25.815,-21.082
-67.183,-25.690,-34.658
-106.397,-28.881,-56.162
-122.673,-18.559,-83.761
-113.959,-0.832,-66.078
-83.378,12.746,-14.887
-33.120,12.639,11.843
23.874,-7.393,14.968
69.968,-21.985,1.174
85.433,-15.393,-10.292
65.811,-20.493,10.902
28.998,-33.653,13.919
1.977,-30.066,-25.052
-6.821,-15.196,-27.732
3.111,5.425,-2.544
26.037,13.251,-20.252
43.646,15.197,-44.705
47.685,52.137,-26.179
27.767,97.740,1.095
-3.388,106.699,-11.011
-10.015,100.296,-23.353
-2.005,83.617,-1.028
-0.913,42.116,-8.269
10.232,-13.909,-41.089
30.998,-68.052,-33.976
29.247,-87.261,8.602
9.761,-81.354,27.018
3.085,-62.618,-11.026
1.761,-9.607,-28.817
-17.084,39.704,13.469
-41.896,64.989,34.037
-46.087,67.713,-1.554
-38.357,37.455,-23.469
-35.611,8.461,6.904
-22.910,-16.336,11.303
6.520,-54.268,-50.289
29.697,-73.630,-96.823
24.082,-51.231,-100.499
-4.545,-1.942,-111.828
-37.987,49.492,-108.221
-70.775,83.218,-52.482
-96.801,94.613,1.073
-105.680,83.551,14.283
-92.289,53.946,22.628
-66.182,23.884,53.584
-41.850,-11.002,85.967
-15.180,-50.173,86.979
4.992,-66.263,46.549
-1.125,-56.638,-3.511
-17.464,-34.023,-22.180
-22.048,-14.790,-29.920
-8.223,-10.446,-39.212
20.330,-18.871,-32.432
43.277,-29.234,-11.544
47.825,-38.005,40.422
39.539,-58.951,98.854
36.405,-68.830,120.325
35.337,-56.039,115.739
18.771,-41.225,80.716
-0.073,-16.982,15.794
-18.343,5.311,-33.704
-37.265,23.911,-49.341
-38.775,51.500,-62.766
-17.236,62.685,-69.641
11.550,52.030,-55.205
23.416,47.799,-39.280
25.337,54.616,-11.718
22.338,49.106,30.431
9.102,16.408,42.382
-9.490,-30.489,19.507
-35.878,-40.606,39.107
-57.014,-14.053,91.727
-56.827,-11.077,71.117
-34.756,-7.533,-0.014
-18.041,27.539,-20.746
-28.730,57.392,15.945
-41.078,67.162,16.139
-36.223,56.799,-42.555
-38.534,28.587,-62.940
-67.927,-1.623,-44.470
-91.119,-29.288,-27.843
-74.175,-48.544,7.024
-28.163,-35.628,37.679
16.089,-16.590,35.255
38.724,-30.631,28.084
54.271,-52.633,46.256
68.211,-73.152,57.279
67.802,-87.177,33.065
50.836,-77.704,-0.692
16.298,-54.432,-24.690
-17.129,-18.653,-35.430
-31.746,26.731,-18.193
-30.414,68.094,15.290
-17.427,85.032,22.973
2.603,66.489,23.130
19.565,35.193,39.944
26.605,8.728,38.014
31.951,-22.642,3.377
27.598,-48.080,-16.984
8.019,-45.682,7.987
-10.345,-29.026,29.638
-5.577,-13.526,15.298
25.568,-3.179,-1.485
52.515,-0.290,3.359
78.981,-5.452,-1.626
106.247,-11.312,-30.386
96.838,-2.241,-44.359
51.861,23.212,-50.734
0.091,56.070,-62.147
-42.512,78.801,-54.788
-76.370,83.575,-26.220
-90.819,74.420,-1.237
-68.312,62.929,-13.410
-34.779,66.052,-1.405
-23.110,48.684,60.221
-19.461,-8.895,40.474
-3.418,-40.419,-25.148
9.845,-22.199,-7.605
-2.283,-4.014,28.257
-17.636,-17.771,17.516
4.611,-32.734,5.392
40.980,-6.459,10.566
46.345,9.953,-1.225
42.275,-19.406,-22.283
48.489,-25.804,-16.846
42.590,8.970,-13.835
21.455,35.782,-39.357
-4.723,41.079,-26.208
-29.966,31.584,47.638
-49.983,11.249,98.043
-52.016,-17.213,95.732
-33.700,-38.158,77.765
-19.342,-37.180,58.793
-7.655,-35.750,11.746
5.669,-20.936,-50.928
0.904,17.900,-61.367
-18.863,40.289,-19.133
-23.374,29.844,18.395
-8.761,-10.141,24.938
-10.909,-33.398,52.084
-28.623,-31.228,98.870
-21.347,-46.218,51.066
4.113,-39.351,-53.482
9.752,-2.954,-104.487
-9.235,38.343,-124.756
-30.720,78.598,-114.275
-26.438,95.721,-66.614
7.480,87.279,-17.109
41.669,15.261,22.171
51.255,-68.952,68.677
46.238,-82.345,120.545
46.917,-87.861,97.834
38.351,-89.759,23.847
7.062,-64.999,-13.887
-19.402,-49.513,-53.166
-25.970,-36.103,-111.411
-18.053,-9.553,-149.690
13.155,40.753,-112.316
42.594,84.294,8.041
71.958,57.561,74.120
100.164,10.357,37.327
62.362,33.185,22.463
-2.436,76.182,55.183
-42.924,57.373,45.657
-60.902,1.225,-47.961
-48.076,-31.063,-158.588
-33.705,-31.555,-175.009
-9.211,-30.540,-128.792
36.468,-38.434,-107.476
84.198,-27.967,-73.326
111.891,29.952,15.043
84.598,99.904,103.011
24.981,126.935,114.257
-29.016,110.416,67.198
-76.447,79.261,49.537
-102.573,47.243,55.885
-82.148,3.959,-1.300
-21.596,-38.668,-79.800
39.329,-52.007,-69.000
77.131,-33.594,-17.392
98.770,-16.249,7.356
92.778,-25.624,6.827
39.230,-25.168,-16.129
-38.536,-1.503,-12.929
-103.244,17.266,4.884
-143.498,26.303,-14.800
-149.548,8.490,-39.865
-102.247,0.276,-58.872
-23.230,36.589,-49.113
35.615,56.373,5.091
83.604,54.011,4.500
126.144,46.152,-44.283
105.706,23.556,-10.890
32.869,9.121,79.290
-34.567,-26.847,98.665
-75.891,-88.641,41.732
-81.871,-92.024,-9.434
-73.762,-56.332,-20.395
-65.287,-63.597,-42.985
-37.983,-63.938,-106.247
-5.326,-8.301,-139.319
-1.118,61.095,-111.177
-24.571,103.718,-44.943
-31.385,87.209,3.206
-1.090,49.855,-0.018
17.520,36.321,11.429
13.101,27.737,31.295
35.738,8.503,32.781
65.627,-46.094,20.535
58.005,-87.797,-22.246
32.663,-69.116,-55.505
12.871,-39.109,-65.617
-3.633,-12.127,-57.029
-27.629,23.862,-30.972
-47.609,82.147,-5.551
-52.577,140.566,45.044
-61.527,135.998,113.091
-66.216,86.712,148.841
-53.997,51.596,137.679
-36.965,29.268,106.611
-7.624,-8.533,79.559
44.260,-53.729,36.702
91.071,-71.177,-36.966
106.223,-55.492,-116.390
104.165,-36.320,-112.125
83.975,-28.460,6.413
58.344,-15.980,56.881
59.788,20.352,-36.363
26.844,58.528,-96.388
-60.957,67.081,-68.813
-129.782,66.733,-20.829
-164.647,65.903,-1.595
-153.991,35.575,-45.961
-118.700,-17.838,-48.148
-110.127,-44.174,52.623
-86.740,-43.775,134.225
-14.098,-70.817,123.914
60.993,-93.877,92.782
90.056,-63.733,101.604
75.942,-41.413,72.895
33.226,-60.687,-5.734
-16.849,-79.285,-57.152
-42.053,-75.315,-97.101
-44.754,-44.545,-128.887
-29.744,8.428,-108.789
6.649,62.759,-44.468
48.540,91.277,-9.860
66.481,88.305,-2.544
40.396,57.082,58.406
-9.146,-5.770,114.689
-30.486,-73.265,79.108
-17.776,-99.242,-4.082
-10.848,-84.076,-41.723
-11.136,-114.389,-10.673
8.041,-168.871,-23.845
54.836,-100.264,-78.930
81.082,28.241,-30.416
54.436,94.066,70.691
27.300,115.823,106.405
3.536,97.921,80.189
-51.559,78.786,37.674
-109.027,65.688,17.142
-127.861,19.268,-15.187
-80.636,-10.280,-53.180
19.791,-4.822,-36.488
111.400,-7.785,-22.027
167.832,-28.468,-47.695
196.328,-41.075,-41.989
181.979,-23.187,9.757
126.193,-0.746,62.250
66.883,-6.074,52.114
9.850,-9.125,-29.008
-69.132,-5.396,-41.977
-144.380,-27.878,38.384
-154.891,-33.324,48.127
-80.893,-4.704,-7.337
12.661,18.896,-20.349
50.381,34.466,-15.725
53.213,37.299,-5.288
44.630,47.591,31.883
2.661,70.594,64.006
-49.034,59.715,47.967
-79.918,35.245,11.552
-93.160,26.852,42.933
-93.502,0.795,83.728
-52.637,-43.095,38.804
32.728,-57.886,-26.271
69.537,-20.977,-53.531
42.667,19.100,-49.880
18.511,28.223,-30.722
-12.009,37.463,0.625
-52.200,30.032,23.286
-86.178,-6.134,0.000
-106.526,-29.749,-6.129
-106.563,-30.122,59.562
-80.228,-25.006,89.772
-21.229,-38.554,26.934
22.779,-34.207,-28.261
19.774,14.019,-33.599
-3.373,42.004,-23.431
-24.477,33.528,-18.896
-31.740,-1.597,-44.291
-23.271,-52.389,-73.965
-6.354,-58.458,-25.261
22.213,-27.070,69.480
59.604,-25.460,64.688
73.898,-42.660,-14.816
55.109,-19.872,-31.799
18.154,22.170,11.851
-27.639,22.976,36.816
-51.671,7.691,-7.806
-54.470,28.326,-72.104
-67.820,65.820,-57.727
-70.972,75.706,-21.320
-28.645,64.723,-22.668
30.287,58.980,15.085
45.320,42.235,41.556
27.903,2.749,12.117
15.675,-38.617,41.101
2.480,-68.114,96.914
-9.234,-114.345,109.040
-6.301,-166.085,82.539
13.595,-127.870,-9.054
21.640,-38.963,-91.565
1.913,-8.520,-105.036
-17.217,12.198,-121.598
-25.835,63.305,-157.078
-25.130,115.483,-142.338
-31.031,160.249,-52.252
-48.144,169.052,61.180
-34.786,125.034,102.550
-5.152,68.961,76.251
-1.730,26.709,80.608
11.565,-43.100,74.844
48.843,-140.768,10.113
64.640,-183.608,-63.572
63.577,-136.603,-158.184
58.454,-68.416,-222.968
50.723,-32.794,-145.674
42.864,7.209,-1.768
25.351,60.617,83.154
15.264,95.416,98.113
-30.453,100.596,101.522
-104.964,64.377,172.336
-122.832,7.544,205.672
-107.665,-22.266,89.176
-82.849,-26.986,-53.400
-49.657,-43.328,-117.763
-16.031,-65.776,-112.622
33.645,-74.115,-107.341
94.248,-46.871,-100.897
138.436,10.621,18.269
121.792,24.429,163.240
58.599,12.306,170.365
-8.229,36.129,122.093
-69.852,34.277,100.146
-110.644,-1.660,50.548
-119.767,0.408,-17.873
-86.722,35.317,-94.768
-22.011,80.248,-179.854
32.197,105.897,-173.767
50.656,86.523,-56.758
63.027,71.384,65.425
103.770,56.494,124.067
98.167,9.004,149.627
26.913,-42.123,171.588
-17.892,-87.386,117.589
-54.852,-117.857,51.031
-101.597,-158.435,48.478
-96.193,-185.393,-2.261
-19.309,-134.694,-76.865
81.951,-67.213,-86.405
132.900,-24.803,-43.650
142.129,-15.664,-4.836
145.815,-10.154,-1.536
99.180,32.382,9.647
-18.243,50.520,16.999
-125.982,42.220,4.146
-179.079,26.452,-5.524
-197.401,2.764,-18.343
-161.822,1.365,-60.995
-76.913,4.129,-113.201
43.629,8.371,-121.113
165.665,27.534,-104.943
220.405,48.066,-83.652
221.824,56.611,-61.430
187.466,48.316,-36.677
117.853,33.069,17.350
34.722,17.450,69.777
-47.833,11.149,78.605
-105.768,1.536,83.663
-125.961,-37.094,100.983
-99.076,-70.797,55.749
-43.110,-62.052,-13.086
0.730,-31.421,-36.336
25.356,-5.296,-44.081
30.455,-9.561,-33.702
20.479,-33.389,-46.989
5.566,-24.199,-82.987
-24.399,-4.677,-49.278
-48.111,6.431,38.598
-30.641,14.927,103.025
-1.245,-2.937,93.437
0.654,-3.575,54.475
-11.252,21.186,64.486
-9.574,40.175,49.169
-2.444,64.955,-42.224
-15.533,63.181,-112.770
-43.333,36.911,-137.659
-47.985,41.970,-145.389
-11.927,62.651,-112.592
33.186,47.260,-33.864
63.072,-18.596,38.801
89.513,-70.732,48.424
92.955,-35.126,48.376
34.622,3.765,86.788
-45.668,-38.313,89.524
-85.152,-70.870,36.761
-98.258,-27.342,11.995
-102.605,13.650,27.514
-78.639,-9.535,6.482
-17.346,-25.918,-47.662
54.383,0.153,-65.138
78.670,3.155,-5.512
54.844,-49.134,42.301
30.419,-87.436,9.051
-6.180,-43.225,38.835
-75.788,11.903,86.501
-118.849,28.017,20.697
-95.814,23.101,-44.543
-51.614,1.561,-60.934
-6.157,-12.808,-71.426
49.348,-22.373,-99.710
114.381,-12.005,-99.697
153.632,-6.176,-23.726
135.714,-37.231,41.031
110.632,-45.130,47.623
80.116,-18.728,50.437
20.049,11.717,90.816
-28.474,6.073,100.917
-35.657,-27.866,5.238
-8.802,-24.748,-125.055
7.184,-5.686,-189.766
-3.532,0.598,-218.172
-17.393,15.300,-240.840
-13.961,52.605,-170.101
-5.998,99.565,-22.497
0.284,85.995,64.113
9.265,-5.227,64.318
-18.229,-52.372,100.508
-34.979,-55.898,161.523
-22.866,-140.007,97.777
-29.516,-210.519,-32.458
-31.499,-164.788,-102.821
-41.958,-81.123,-106.452
-50.013,-12.770,-119.109
-34.307,49.158,-147.639
-8.978,132.110,-78.059
9.285,190.216,41.871
-9.447,165.888,80.148
-37.215,87.342,41.009
-71.328,7.623,39.004
-104.244,-27.185,80.404
-89.991,-37.846,28.201
-47.459,-53.143,-69.922
3.974,-62.543,-86.655
58.533,-59.652,-50.589
123.302,-45.786,-47.923
181.423,-46.355,-58.243
169.776,-51.182,6.427
91.703,-30.696,84.017
-3.377,1.978,72.293
-89.890,44.588,18.178
-171.113,76.284,14.099
-239.258,67.122,15.893
-254.614,59.026,-32.879
-205.501,58.372,-46.295
-104.716,44.805,-40.077
13.586,45.741,-57.074
86.173,30.632,-17.532
117.718,-8.252,39.801
142.846,-50.491,24.265
120.615,-107.280,-20.862
55.279,-126.308,13.946
7.346,-131.466,88.723
-15.683,-156.111,54.552
-4.557,-119.120,-20.077
26.991,-37.233,-0.730
39.914,25.363,41.180
50.310,71.666,15.133
59.955,115.403,-39.475
33.956,142.468,-88.962
-30.714,130.923,-115.254
-87.015,121.196,-82.471
-98.621,137.773,-41.426
-84.257,136.822,-15.011
-45.887,101.640,23.608
19.987,52.675,57.868
61.979,-1.746,86.502
65.996,-48.740,97.170
74.437,-70.039,70.450
78.533,-72.405,26.715
65.557,-69.602,0.125
57.280,-75.896,11.095
59.109,-91.673,42.018
75.285,-93.517,27.298
86.228,-83.828,-21.384
71.980,-80.899,-17.063
40.649,-65.231,27.282
-3.962,-20.790,36.327
-52.156,33.925,-24.466
-105.939,88.774,-77.675
-164.209,138.409,-40.558
-185.166,157.953,-2.551
-151.385,131.764,-7.443
-88.696,61.167,22.558
-12.738,-56.975,51.206
44.647,-141.900,48.868
64.553,-119.591,92.576
64.102,-84.886,137.632
40.336,-66.830,78.225
-1.415,3.530,-20.880
-49.142,88.697,-43.977
-107.778,141.678,2.968
-132.077,146.558,42.330
-61.866,99.413,-6.545
37.248,49.379,-105.011
67.418,29.214,-81.045
54.936,40.481,79.852
78.091,62.131,152.907
104.393,56.258,49.893
36.511,29.969,-30.661
-70.593,1.789,9.397
-135.709,-49.045,40.654
-158.617,-121.651,-28.446
-123.764,-157.862,-152.336
-82.691,-128.059,-167.386
-79.618,-82.960,-25.194
-67.481,-50.463,57.937
-33.581,15.905,14.210
-24.225,95.310,12.698
-41.490,125.797,60.047
-22.301,130.622,57.198
20.318,116.394,1.521
25.348,88.627,-40.998
14.168,76.459,-37.532
14.295,55.982,-39.046
18.725,11.488,-12.701
15.915,-47.658,64.667
19.364,-74.909,69.552
52.148,-44.995,40.069
80.179,-34.694,66.550
86.205,-71.692,22.638
85.607,-90.701,-87.713
71.789,-58.122,-136.412
49.618,19.755,-114.853
33.398,92.950,-33.470
45.937,109.491,33.881
96.138,83.832,41.482
123.582,26.773,46.285
105.094,-27.373,67.771
99.207,-53.533,68.552
90.677,-98.094,-5.442
49.080,-130.279,-103.456
-1.227,-116.068,-136.231
-65.544,-98.164,-117.105
-120.809,-89.816,-91.693
-138.809,-89.427,-78.175
-143.233,-72.788,-33.311
-137.586,-36.627,72.693
-121.965,7.634,142.839
-99.415,69.586,77.466
-80.053,97.958,-41.495
-77.477,99.187,-48.175
-75.291,108.880,27.860
-62.195,99.104,23.829
20.650,44.902,-29.132
138.049,-71.014,-15.356
180.811,-152.008,19.346
219.052,-179.743,42.473
261.436,-212.061,57.731
235.924,-164.958,12.087
163.700,-75.692,-52.925
64.156,0.268,-31.674
-34.284,97.901,64.545
-120.816,160.958,92.739
-172.977,160.996,19.174
-157.107,117.861,-24.577
-91.110,59.905,-2.779
-4.766,9.109,35.392
70.744,-28.400,27.827
140.569,-5.338,-46.167
178.582,42.277,-75.788
151.047,33.248,-27.941
99.673,-16.667,31.693
54.555,-106.808,56.000
53.787,-184.663,4.071
85.625,-156.272,-62.927
83.955,-81.354,-110.934
58.252,-49.063,-133.118
18.111,-49.895,-40.079
-21.889,-34.653,66.458
-18.560,11.096,44.822
-27.876,48.213,-0.943
-90.636,44.459,37.189
-147.880,23.142,129.364
-157.862,13.721,130.878
-100.742,15.154,19.327
-50.834,34.676,-30.029
-59.274,59.689,-41.404
-43.263,82.594,-106.613
-15.505,103.460,-131.673
-9.197,91.231,-92.105
21.095,57.392,-43.543
67.533,33.473,13.729
98.927,51.647,81.270
93.531,91.004,164.308
63.319,43.027,222.245
46.837,-58.923,165.418
21.238,-86.578,52.459
-39.011,-47.308,27.135
-110.282,-20.909,57.565
-145.990,-29.374,-20.835
-122.762,-11.810,-151.132
-104.349,32.411,-156.198
-126.287,60.584,-97.542
-133.117,86.555,-32.298
-133.117,86.555,-32.298
-97.180,100.850,28.586
-64.613,105.963,34.991
-82.771,72.733,37.141
-105.931,-10.844,75.784
-85.459,-79.341,128.893
-53.816,-152.389,135.650
-13.865,-206.168,62.094
25.865,-181.906,-42.125
22.892,-98.423,-80.520
3.469,-8.373,-86.076
-6.541,75.901,-159.514
-5.949,235.625,-180.042
2.784,330.631,-79.598
9.779,290.286,39.216
55.035,243.901,88.027
132.597,92.569,36.421
174.839,-94.520,28.380
179.802,-251.891,97.417
172.400,-395.163,86.334
125.305,-360.925,9.163
34.662,-216.866,-52.414
-71.180,-49.502,-65.663
-190.178,71.360,-13.279
-259.279,217.752,18.501
-268.137,405.196,9.241
-264.197,354.750,48.614
-189.289,267.514,79.907
-72.059,213.968,35.710
45.571,49.134,-4.736
160.332,-161.852,1.866
180.078,-407.006,47.389
164.539,-471.997,44.682
159.345,-437.384,-46.093
92.273,-415.479,-105.763
20.450,-286.325,-112.827
-37.508,-165.129,-48.688
-86.931,-70.312,54.382
-79.045,30.718,31.589
-48.561,151.388,-16.538
-61.841,222.286,70.820
-91.105,157.730,135.149
-53.260,76.124,48.011
-3.386,28.346,-8.594
-1.974,54.811,42.968
29.900,152.823,18.505
104.970,198.918,-64.509
156.010,168.888,-79.827
142.943,103.973,-52.580
97.175,6.550,-16.271
79.831,-154.092,-13.955
72.641,-265.233,-67.915
50.239,-248.335,-121.273
20.367,-237.718,-93.322
-20.412,-225.514,-1.277
-51.514,-152.676,51.005
-55.760,-41.671,24.716
-48.441,108.482,-23.475
-56.131,212.950,31.313
-84.073,224.573,123.367
-85.346,188.745,72.580
-25.346,105.669,-46.657
48.414,4.870,-113.259
69.367,-73.929,-99.340
40.903,-161.109,-75.789
12.959,-184.523,-140.353
2.713,-107.287,-170.894
-8.940,-44.177,-79.615
-10.816,-18.798,45.814
19.088,-24.133,90.370
46.361,-4.798,22.378
29.852,55.956,-22.211
-3.704,58.460,3.754
0.557,50.429,47.899
32.667,76.693,94.373
57.438,98.439,83.929
74.201,121.032,25.656
76.207,128.301,40.247
87.657,88.809,100.517
119.664,13.790,37.691
133.583,-39.509,-55.861
118.756,-72.718,-49.770
63.340,-93.432,-65.217
-12.912,-86.798,-87.322
-80.815,-86.637,-30.960
-139.605,-72.077,11.982
-153.521,-47.162,-12.057
-111.613,-26.604,-10.627
-44.295,7.632,22.810
4.398,6.120,9.510
40.382,-41.107,-13.528
86.789,-94.263,-41.762
97.636,-126.637,-78.325
93.933,-141.865,-41.277
102.425,-141.463,24.327
92.221,-108.450,10.565
61.909,-35.134,-35.236
-4.170,50.744,-23.449
-69.395,135.434,12.225
-108.025,251.177,5.997
-156.149,285.728,-25.806
-173.430,223.915,-41.638
-154.408,181.679,-29.402
-121.771,114.246,7.759
-29.390,-2.566,34.239
92.499,-154.177,28.427
173.521,-247.598,1.153
210.592,-229.971,-3.073
197.122,-192.146,36.721
118.979,-137.742,31.686
20.813,-59.580,-21.958
-51.151,35.093,-38.111
-112.016,108.148,-26.575
-176.649,118.699,-19.825
-210.628,119.781,-20.934
-179.094,128.392,-25.245
-100.495,122.233,6.656
-11.175,91.834,52.913
26.350,53.782,36.425
-6.395,38.120,21.589
-39.329,46.788,83.816
-45.035,36.109,122.323
-22.989,-30.538,35.453
6.464,-61.191,-64.043
24.705,-6.289,-37.797
38.308,45.832,14.869
38.693,67.432,-12.367
32.667,91.750,-36.798
-17.743,135.559,36.298
-110.127,170.338,107.918
-147.874,153.901,60.396
-108.582,87.655,-25.823
-59.541,7.880,-58.266
-34.803,-66.805,-27.814
5.090,-151.620,-18.244
73.430,-183.832,-96.701
143.860,-126.511,-128.948
184.041,-79.066,-28.669
158.941,-71.881,78.400
99.107,-33.639,86.722
30.170,50.615,26.708
-72.202,126.161,15.049
-169.713,163.648,84.313
-200.358,157.832,102.284
-145.744,95.930,14.675
-36.970,-19.542,-66.559
54.648,-138.967,-48.188
113.171,-192.220,32.654
159.806,-202.477,49.218
178.939,-183.556,-27.554
140.992,-100.011,-31.650
63.516,-23.468,59.270
10.943,-19.470,50.346
-1.239,-62.224,-34.545
0.943,-97.618,-68.750
13.748,-92.488,-41.271
56.724,-88.991,9.495
121.533,-81.393,-9.207
141.451,-19.945,-73.922
91.256,43.835,-66.309
18.338,74.777,22.518
-34.480,77.886,70.872
-54.564,16.930,23.118
-60.004,-83.095,-6.029
-53.730,-139.871,1.935
1.820,-133.818,-27.329
101.380,-120.180,-67.762
163.838,-117.103,-107.443
150.195,-71.619,-143.258
117.302,32.056,-113.811
82.492,159.850,-30.233
13.662,239.756,38.870
-49.480,203.416,63.754
-50.805,92.019,30.059
-27.896,-22.553,18.754
-43.800,-138.857,73.443
-52.004,-221.425,5.292
-5.934,-188.002,-193.615
39.424,-85.513,-236.458
43.588,-11.445,-75.938
4.241,39.873,21.560
-11.592,93.439,-27.935
12.889,136.693,-18.688
-36.433,130.071,107.503
-117.535,61.999,197.013
-121.771,-5.695,151.050
-97.422,12.454,41.359
-88.085,74.109,0.073
-57.109,55.279,0.286
14.795,-30.158,-53.979
82.170,-109.573,-135.048
112.821,-140.279,-116.211
111.347,-136.544,57.095
97.251,-167.100,193.106
78.905,-152.484,123.940
20.507,-23.925,52.740
-56.487,73.095,104.516
-108.970,83.713,101.088
-129.905,88.227,-5.855
-108.555,87.755,-136.561
-78.214,55.286,-234.775
-66.818,21.066,-275.812
-64.364,40.052,-234.183
-70.262,96.328,-116.880
-69.964,141.630,12.727
-30.203,149.047,123.058
-15.525,85.817,151.352
-79.762,-2.871,141.138
-127.373,-60.589,182.568
-124.412,-97.123,174.418
-81.595,-109.689,70.107
-17.574,-104.635,-12.492
7.586,-66.164,-24.682
22.776,-3.914,-73.075
65.809,65.333,-159.073
100.316,199.192,-109.199
65.895,264.493,23.570
11.807,186.099,75.359
48.518,90.112,131.098
108.547,-72.911,203.606
121.941,-207.330,160.247
148.173,-237.358,29.811
157.226,-280.850,-60.742
107.802,-292.846,-96.963
48.428,-245.636,-177.297
-1.865,-120.196,-314.446
-54.842,-7.755,-403.778
-138.607,149.319,-323.372
-248.775,383.577,-108.292
-316.604,409.054,74.578
-289.791,403.740,134.673
-213.377,393.633,112.463
-172.469,195.625,172.169
-101.514,18.705,264.220
66.514,-135.833,223.744
196.396,-266.253,120.339
216.888,-269.737,1.229
226.649,-185.240,-104.447
218.425,-65.507,-76.824
127.423,21.755,41.364
54.957,48.189,34.988
47.286,56.043,-74.000
12.950,79.412,-28.988
-53.349,75.955,125.169
-93.822,32.334,100.038
-76.829,-3.894,-92.412
-63.879,4.136,-194.664
-93.994,43.698,-106.411
-125.135,69.371,51.888
-117.887,61.845,119.042
-20.743,6.883,108.220
32.163,-19.549,132.767
-21.620,10.206,200.591
-32.257,17.028,230.908
-39.921,53.347,183.962
-65.223,131.777,109.791
-49.188,187.845,42.143
-11.035,212.382,-33.756
34.198,198.214,-121.247
56.996,172.189,-123.922
79.508,138.284,-14.712
109.940,102.759,86.152
150.173,39.567,181.663
168.911,-91.046,315.046
122.826,-150.984,443.042
138.673,-139.302,435.178
185.203,-169.829,234.551
161.044,-150.863,2.708
109.361,-125.372,-127.938
-10.014,-121.178,-153.441
-160.325,-20.134,-132.501
-284.785,97.811,-101.268
-361.842,255.264,-48.536
-382.633,392.189,102.619
-395.729,317.441,334.731
-303.502,142.698,416.047
-175.793,-10.203,333.616
-140.102,-112.194,249.145
-38.504,-333.240,177.536
84.598,-597.987,85.065
127.281,-597.445,-57.354
182.322,-550.782,-193.223
265.072,-521.941,-241.733
358.197,-401.709,-212.243
395.179,-275.595,-137.443
332.692,-128.248,-64.293
213.018,20.378,-34.484
34.089,173.956,-13.079
-162.227,261.850,25.387
-309.627,203.667,44.199
-382.766,88.997,36.061
-361.983,-47.097,-30.307
-272.971,-158.445,-115.694
-107.325,-204.654,-104.126
149.179,-264.390,-50.746
350.502,-358.465,-66.885
400.210,-384.133,-107.182
384.821,-277.481,-84.187
320.756,-115.093,-42.504
189.461,18.613,-45.929
74.871,109.765,-85.613
18.108,205.792,-108.977
-14.349,288.754,-34.218
-26.028,254.961,51.847
11.426,155.195,-14.103
82.531,60.670,-141.233
136.074,-19.475,-148.699
167.384,-76.972,-80.627
179.183,-142.693,-89.597
147.664,-160.418,-148.653
74.148,-91.528,-130.226
-9.898,7.937,-39.592
-59.792,89.542,8.789
-53.897,147.829,-56.786
-24.323,193.319,-147.347
-10.057,186.763,-166.785
-21.253,139.457,-156.629
-60.318,108.940,-153.102
-120.913,109.900,-124.170
-178.118,143.417,-97.877
-209.282,173.507,-149.385
-212.911,157.239,-212.194
-186.598,99.793,-169.238
-137.460,20.651,-22.119
-44.493,-125.365,90.725
112.625,-311.108,70.133
220.633,-358.159,24.454
246.606,-324.030,49.579
266.710,-334.247,135.694
241.800,-262.573,176.586
184.600,-110.686,57.707
124.971,31.619,-98.864
7.321,119.247,-138.136
-141.727,141.060,-94.256
-269.777,177.383,-40.568
-356.453,177.448,-29.867
-390.286,123.418,-63.561
-385.190,59.195,-60.470
-332.495,-16.364,-8.174
-240.288,-6.617,41.703
-151.413,58.603,81.415
-54.576,86.247,97.642
66.410,71.653,85.593
155.498,35.381,48.562
205.125,27.730,-0.369
241.155,28.136,-12.013
223.091,33.000,-17.599
158.346,37.400,-55.921
111.699,24.434,-69.471
101.827,52.768,-17.981
99.858,133.098,52.491
92.945,233.338,35.325
78.717,265.593,-1.975
65.782,206.098,42.843
86.819,161.254,36.910
125.275,119.234,-25.325
145.766,23.891,-37.400
141.468,-104.304,-17.970
130.712,-249.927,23.780
140.628,-412.180,29.654
156.210,-479.058,-22.009
100.307,-463.465,-9.591
-19.427,-429.574,45.025
-118.348,-203.550,60.859
-211.171,-0.815,71.648
-273.816,218.186,67.119
-316.849,536.762,57.958
